Original duration,Reconstructed duration,Duration difference
49.96934240362812,49.96934240362812,0.0
38.89201814058957,38.88181405895691,0.0102040816326578
43.37487528344671,43.37487528344671,0.0
44.39659863945578,44.39655328798186,4.535147392203953e-05
56.02394557823129,56.01814058956917,0.0058049886621276
45.33551020408163,45.3253514739229,0.0101587301587287
40.42884353741496,40.4259410430839,0.0029024943310602
41.145759637188206,41.145759637188206,0.0
56.65668934240363,56.65668934240363,0.0
41.145759637188206,41.145759637188206,0.0
47.33387755102041,47.33387755102041,0.0
65.93310657596372,65.93306122448979,4.535147392914496e-05
51.687664399092974,51.68761904761904,4.535147392914496e-05
44.1556462585034,44.152743764172335,0.0029024943310673
36.8853514739229,36.88489795918368,0.0004535147392275
38.91664399092971,38.91664399092971,0.0
